HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.text,Answer.sentiment.label,Approve,Reject
32PT7WK7DLE4C1E4UHM2X6NJW9O3DI,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:31 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:31 PST 2020,,,3WS1NTTKEYB7GDRXS24B8SNJVY2F08,A1Q890R4148O5G,Submitted,Tue Feb 25 16:34:37 PST 2020,Tue Feb 25 16:34:40 PST 2020,Thu Feb 27 16:34:40 PST 2020,,,,3,0% (0/0),0% (0/0),0% (0/0),The mayor of Daegu South Korea s fourth largest city has urged its 25 million population to refrain from going outside amid a spike in coronavirus cases within the region  Kwon Young jin said the city was facing  an unprecedented crisis  with 49 reported patients traced to an infected individual who had attended a local church But the World Health Organisation director general insisted the number of South Korean cases is  really manageable  adding he hopes officials can contain the outbreak at an  early age,Conservative,,
32PT7WK7DLE4C1E4UHM2X6NJW9O3DI,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:31 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:31 PST 2020,,,3YOH7BII096YP0KRWAJX9Y5EXQSVKE,ABL3H3O3BI8ZD,Submitted,Tue Feb 25 16:01:53 PST 2020,Tue Feb 25 16:01:57 PST 2020,Thu Feb 27 16:01:57 PST 2020,,,,4,0% (0/0),0% (0/0),0% (0/0),The mayor of Daegu South Korea s fourth largest city has urged its 25 million population to refrain from going outside amid a spike in coronavirus cases within the region  Kwon Young jin said the city was facing  an unprecedented crisis  with 49 reported patients traced to an infected individual who had attended a local church But the World Health Organisation director general insisted the number of South Korean cases is  really manageable  adding he hopes officials can contain the outbreak at an  early age,Conservative,,
3MD8CKRQZYM9YPZYF399I2LC770RJN,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:36 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:36 PST 2020,,,30IQTZXKAK5OGZIISWAXEZNQZ3UX0D,ABL3H3O3BI8ZD,Submitted,Tue Feb 25 16:04:27 PST 2020,Tue Feb 25 16:04:33 PST 2020,Thu Feb 27 16:04:33 PST 2020,,,,6,0% (0/0),0% (0/0),0% (0/0),Acting ICE Director Mark Morgan reacts on  Fox  Friends  to DHS Secretary Kevin McAleenan being accused of opposing and leaking planned ICE raids,Liberal,,
3MD8CKRQZYM9YPZYF399I2LC770RJN,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:36 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:36 PST 2020,,,31T4R4OBOSFEVC77MZZJF1C36ZDC7R,A3GUJ6JD25FX7O,Submitted,Tue Feb 25 16:05:19 PST 2020,Tue Feb 25 16:05:37 PST 2020,Thu Feb 27 16:05:37 PST 2020,,,,18,0% (0/0),0% (0/0),0% (0/0),Acting ICE Director Mark Morgan reacts on  Fox  Friends  to DHS Secretary Kevin McAleenan being accused of opposing and leaking planned ICE raids,Conservative,,
3MD8CKRQZYM9YPZYF399I2LC770RJN,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:36 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:36 PST 2020,,,33FBRBDW6OYIVQCQW4RPT18YHJJ8CA,A2Y5ZQV27N0D0Z,Submitted,Tue Feb 25 16:07:25 PST 2020,Tue Feb 25 16:07:40 PST 2020,Thu Feb 27 16:07:40 PST 2020,,,,15,0% (0/0),0% (0/0),0% (0/0),Acting ICE Director Mark Morgan reacts on  Fox  Friends  to DHS Secretary Kevin McAleenan being accused of opposing and leaking planned ICE raids,Liberal,,
3MD8CKRQZYM9YPZYF399I2LC770RJN,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:36 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:36 PST 2020,,,3H7Z272LX76W4M5DVYMZI6TB02YLPO,AOE2VD09DHOET,Submitted,Tue Feb 25 16:19:07 PST 2020,Tue Feb 25 16:19:21 PST 2020,Thu Feb 27 16:19:21 PST 2020,,,,14,0% (0/0),0% (0/0),0% (0/0),Acting ICE Director Mark Morgan reacts on  Fox  Friends  to DHS Secretary Kevin McAleenan being accused of opposing and leaking planned ICE raids,Neutral,,
3MD8CKRQZYM9YPZYF399I2LC770RJN,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:36 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:36 PST 2020,,,3HVVDCPGTEREWD5JVUK9HOW4YKNTYT,A3JLE2LJ5I17E2,Submitted,Tue Feb 25 16:20:32 PST 2020,Tue Feb 25 16:20:36 PST 2020,Thu Feb 27 16:20:36 PST 2020,,,,4,0% (0/0),0% (0/0),0% (0/0),Acting ICE Director Mark Morgan reacts on  Fox  Friends  to DHS Secretary Kevin McAleenan being accused of opposing and leaking planned ICE raids,Liberal,,
3S37Y8CWI7ZO33XZBQWBZZ4AHPPW44,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:31 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:31 PST 2020,,,39DD6S19JPACCKXR1LXXW955144EZF,AOE2VD09DHOET,Submitted,Tue Feb 25 16:15:11 PST 2020,Tue Feb 25 16:15:25 PST 2020,Thu Feb 27 16:15:25 PST 2020,,,,14,0% (0/0),0% (0/0),0% (0/0),The new coronavirus disease has a name now  COVID 19 That took a while The virus s genome was sequenced within two weeks or so of its appearance but for many weeks more we didn t know what to call it or the disease it causes  For a time in some quarters the disease went by  Wuhan pneumonia  after the city in central China where the first human infections were detected But guidelines from the World Health Organization which christened COVID 19 recently discourage naming diseases after locations or people among other things to avoid  unintended negative impacts by stigmatizing certain communities,Conservative,,
3S37Y8CWI7ZO33XZBQWBZZ4AHPPW44,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:31 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:31 PST 2020,,,3G5F9DBFOPW7NAJJQPG0W6PM59OVHA,A37L5E8MHHQGZM,Submitted,Tue Feb 25 16:01:49 PST 2020,Tue Feb 25 16:02:01 PST 2020,Thu Feb 27 16:02:01 PST 2020,,,,12,0% (0/0),0% (0/0),0% (0/0),The new coronavirus disease has a name now  COVID 19 That took a while The virus s genome was sequenced within two weeks or so of its appearance but for many weeks more we didn t know what to call it or the disease it causes  For a time in some quarters the disease went by  Wuhan pneumonia  after the city in central China where the first human infections were detected But guidelines from the World Health Organization which christened COVID 19 recently discourage naming diseases after locations or people among other things to avoid  unintended negative impacts by stigmatizing certain communities,Liberal,,
3S37Y8CWI7ZO33XZBQWBZZ4AHPPW44,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:31 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:31 PST 2020,,,3M81GAB8A0I5RPKG4YCU48NGT45QBW,ABL3H3O3BI8ZD,Submitted,Tue Feb 25 16:09:40 PST 2020,Tue Feb 25 16:09:46 PST 2020,Thu Feb 27 16:09:46 PST 2020,,,,6,0% (0/0),0% (0/0),0% (0/0),The new coronavirus disease has a name now  COVID 19 That took a while The virus s genome was sequenced within two weeks or so of its appearance but for many weeks more we didn t know what to call it or the disease it causes  For a time in some quarters the disease went by  Wuhan pneumonia  after the city in central China where the first human infections were detected But guidelines from the World Health Organization which christened COVID 19 recently discourage naming diseases after locations or people among other things to avoid  unintended negative impacts by stigmatizing certain communities,Liberal,,
3S37Y8CWI7ZO33XZBQWBZZ4AHPPW44,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:31 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:31 PST 2020,,,3MAOD8E57Q9R1VAPT2CVPBJ37W6XNP,A3JLE2LJ5I17E2,Submitted,Tue Feb 25 16:14:38 PST 2020,Tue Feb 25 16:15:02 PST 2020,Thu Feb 27 16:15:02 PST 2020,,,,24,0% (0/0),0% (0/0),0% (0/0),The new coronavirus disease has a name now  COVID 19 That took a while The virus s genome was sequenced within two weeks or so of its appearance but for many weeks more we didn t know what to call it or the disease it causes  For a time in some quarters the disease went by  Wuhan pneumonia  after the city in central China where the first human infections were detected But guidelines from the World Health Organization which christened COVID 19 recently discourage naming diseases after locations or people among other things to avoid  unintended negative impacts by stigmatizing certain communities,Liberal,,
3S37Y8CWI7ZO33XZBQWBZZ4AHPPW44,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:31 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:31 PST 2020,,,3MYYFCXHJ36UT15TMNXV2GD8DPEG4K,A2XK59FYAFO9EX,Submitted,Tue Feb 25 15:59:54 PST 2020,Tue Feb 25 15:59:58 PST 2020,Thu Feb 27 15:59:58 PST 2020,,,,4,0% (0/0),0% (0/0),0% (0/0),The new coronavirus disease has a name now  COVID 19 That took a while The virus s genome was sequenced within two weeks or so of its appearance but for many weeks more we didn t know what to call it or the disease it causes  For a time in some quarters the disease went by  Wuhan pneumonia  after the city in central China where the first human infections were detected But guidelines from the World Health Organization which christened COVID 19 recently discourage naming diseases after locations or people among other things to avoid  unintended negative impacts by stigmatizing certain communities,Conservative,,
3Q2T3FD0OM77GVKH7AL5GWAD5NG3M0,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:36 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:36 PST 2020,,,31UV0MXWNQBQLBFOQGG8SKW2SY3I5L,A317G7X02QTEM0,Submitted,Tue Feb 25 16:17:36 PST 2020,Tue Feb 25 16:17:39 PST 2020,Thu Feb 27 16:17:39 PST 2020,,,,3,0% (0/0),0% (0/0),0% (0/0),Adam White and Jacob Stolworthy look forward to new films from Christopher Nolan  Sofia Coppola and Wes Anderson plus the return of 007,Neutral,,
3Q2T3FD0OM77GVKH7AL5GWAD5NG3M0,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:36 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:36 PST 2020,,,37U1UTWH9VLM1S19E1HKIW7KHKLR8Y,ABL3H3O3BI8ZD,Submitted,Tue Feb 25 16:02:32 PST 2020,Tue Feb 25 16:02:55 PST 2020,Thu Feb 27 16:02:55 PST 2020,,,,23,0% (0/0),0% (0/0),0% (0/0),Adam White and Jacob Stolworthy look forward to new films from Christopher Nolan  Sofia Coppola and Wes Anderson plus the return of 007,Liberal,,
3Q2T3FD0OM77GVKH7AL5GWAD5NG3M0,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:36 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:36 PST 2020,,,3EF8EXOTT1UNS4YB7BZW1VYLTXLJ1E,A3T9WZOUQGE2UW,Submitted,Tue Feb 25 16:00:21 PST 2020,Tue Feb 25 16:14:34 PST 2020,Thu Feb 27 16:14:34 PST 2020,,,,853,0% (0/0),0% (0/0),0% (0/0),Adam White and Jacob Stolworthy look forward to new films from Christopher Nolan  Sofia Coppola and Wes Anderson plus the return of 007,Neutral,,
3Q2T3FD0OM77GVKH7AL5GWAD5NG3M0,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:36 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:36 PST 2020,,,3MYYFCXHJ36UT15TMNXV2GD8DPFG4L,A2XK59FYAFO9EX,Submitted,Tue Feb 25 16:08:46 PST 2020,Tue Feb 25 16:08:55 PST 2020,Thu Feb 27 16:08:55 PST 2020,,,,9,0% (0/0),0% (0/0),0% (0/0),Adam White and Jacob Stolworthy look forward to new films from Christopher Nolan  Sofia Coppola and Wes Anderson plus the return of 007,Neutral,,
3Q2T3FD0OM77GVKH7AL5GWAD5NG3M0,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:36 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:36 PST 2020,,,3QY7M81QH7LWEAJVECGH3KPBB8M7KZ,A3GUJ6JD25FX7O,Submitted,Tue Feb 25 16:05:38 PST 2020,Tue Feb 25 16:05:55 PST 2020,Thu Feb 27 16:05:55 PST 2020,,,,17,0% (0/0),0% (0/0),0% (0/0),Adam White and Jacob Stolworthy look forward to new films from Christopher Nolan  Sofia Coppola and Wes Anderson plus the return of 007,Neutral,,
3N7PQ0KLI4O947S4QCXM3O54WLP3EB,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:31 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:31 PST 2020,,,3EG49X351UBJUA4XULQEN0XHC6I6XP,A3JLE2LJ5I17E2,Submitted,Tue Feb 25 16:14:25 PST 2020,Tue Feb 25 16:14:29 PST 2020,Thu Feb 27 16:14:29 PST 2020,,,,4,0% (0/0),0% (0/0),0% (0/0),The New York Times is being criticized by many including its own Afghanistan correspondent after publishing an opinion piece Thursday by the deputy leader of the Taliban who is wanted by the US government  The opinion piece headlined What We the Taliban Want was written by Sirajuddin Haqqani as the Trump administration is hoping to reach a peace deal with the Taliban that would end Americas longest war and begin the withdrawal of troops from Afghanistan  The Taliban said Monday a deal could be signed by the end of February,Neutral,,
3N7PQ0KLI4O947S4QCXM3O54WLP3EB,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:31 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:31 PST 2020,,,3GFK2QRXX9G8M6ZTFXKNTB5A7915WF,AOE2VD09DHOET,Submitted,Tue Feb 25 16:16:24 PST 2020,Tue Feb 25 16:16:40 PST 2020,Thu Feb 27 16:16:40 PST 2020,,,,16,0% (0/0),0% (0/0),0% (0/0),The New York Times is being criticized by many including its own Afghanistan correspondent after publishing an opinion piece Thursday by the deputy leader of the Taliban who is wanted by the US government  The opinion piece headlined What We the Taliban Want was written by Sirajuddin Haqqani as the Trump administration is hoping to reach a peace deal with the Taliban that would end Americas longest war and begin the withdrawal of troops from Afghanistan  The Taliban said Monday a deal could be signed by the end of February,Liberal,,
3N7PQ0KLI4O947S4QCXM3O54WLP3EB,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:31 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:31 PST 2020,,,3N2BF7Y2VQTOXNPACXF99A69EGDHMG,ABL3H3O3BI8ZD,Submitted,Tue Feb 25 16:06:44 PST 2020,Tue Feb 25 16:06:49 PST 2020,Thu Feb 27 16:06:49 PST 2020,,,,5,0% (0/0),0% (0/0),0% (0/0),The New York Times is being criticized by many including its own Afghanistan correspondent after publishing an opinion piece Thursday by the deputy leader of the Taliban who is wanted by the US government  The opinion piece headlined What We the Taliban Want was written by Sirajuddin Haqqani as the Trump administration is hoping to reach a peace deal with the Taliban that would end Americas longest war and begin the withdrawal of troops from Afghanistan  The Taliban said Monday a deal could be signed by the end of February,Conservative,,
3N7PQ0KLI4O947S4QCXM3O54WLP3EB,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:31 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:31 PST 2020,,,3WMINLGALB2WEE55T2B3PSET77LCAK,A2RIU4E5VEJSCJ,Submitted,Tue Feb 25 16:22:59 PST 2020,Tue Feb 25 16:23:31 PST 2020,Thu Feb 27 16:23:31 PST 2020,,,,32,0% (0/0),0% (0/0),0% (0/0),The New York Times is being criticized by many including its own Afghanistan correspondent after publishing an opinion piece Thursday by the deputy leader of the Taliban who is wanted by the US government  The opinion piece headlined What We the Taliban Want was written by Sirajuddin Haqqani as the Trump administration is hoping to reach a peace deal with the Taliban that would end Americas longest war and begin the withdrawal of troops from Afghanistan  The Taliban said Monday a deal could be signed by the end of February,Liberal,,
3N7PQ0KLI4O947S4QCXM3O54WLP3EB,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:31 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:31 PST 2020,,,3XUHV3NRVKXQPG44KYYNS8VNSLP5HG,A3SD02HCW68EUL,Submitted,Tue Feb 25 16:24:37 PST 2020,Tue Feb 25 16:24:42 PST 2020,Thu Feb 27 16:24:42 PST 2020,,,,5,0% (0/0),0% (0/0),0% (0/0),The New York Times is being criticized by many including its own Afghanistan correspondent after publishing an opinion piece Thursday by the deputy leader of the Taliban who is wanted by the US government  The opinion piece headlined What We the Taliban Want was written by Sirajuddin Haqqani as the Trump administration is hoping to reach a peace deal with the Taliban that would end Americas longest war and begin the withdrawal of troops from Afghanistan  The Taliban said Monday a deal could be signed by the end of February,Neutral,,
307L9TDWJXRDYD5HJB05TBZDADQ3N0,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:36 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:36 PST 2020,,,31JLPPHS2UTX3I3NAS5KXKU4QB9O3U,A2ZDQ7YVKJUV8E,Submitted,Tue Feb 25 16:01:06 PST 2020,Tue Feb 25 16:01:12 PST 2020,Thu Feb 27 16:01:12 PST 2020,,,,6,0% (0/0),0% (0/0),0% (0/0),Adeles transformation continues to stun fans,Neutral,,
307L9TDWJXRDYD5HJB05TBZDADQ3N0,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:36 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:36 PST 2020,,,33CUSNVVNNBGJNMDFSBKRFCFRS0886,A3SD02HCW68EUL,Submitted,Tue Feb 25 16:26:39 PST 2020,Tue Feb 25 16:26:49 PST 2020,Thu Feb 27 16:26:49 PST 2020,,,,10,0% (0/0),0% (0/0),0% (0/0),Adeles transformation continues to stun fans,Liberal,,
307L9TDWJXRDYD5HJB05TBZDADQ3N0,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:36 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:36 PST 2020,,,38YMOXR4MUY45AZ7KGUSLHJA34CW6M,A3JLE2LJ5I17E2,Submitted,Tue Feb 25 16:20:45 PST 2020,Tue Feb 25 16:20:49 PST 2020,Thu Feb 27 16:20:49 PST 2020,,,,4,0% (0/0),0% (0/0),0% (0/0),Adeles transformation continues to stun fans,Neutral,,
307L9TDWJXRDYD5HJB05TBZDADQ3N0,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:36 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:36 PST 2020,,,3EICBYG644V7F789N8OGIRHCXUEJC6,A2RIU4E5VEJSCJ,Submitted,Tue Feb 25 16:20:13 PST 2020,Tue Feb 25 16:20:34 PST 2020,Thu Feb 27 16:20:34 PST 2020,,,,21,0% (0/0),0% (0/0),0% (0/0),Adeles transformation continues to stun fans,Liberal,,
307L9TDWJXRDYD5HJB05TBZDADQ3N0,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:36 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:36 PST 2020,,,3RJSC4XJ10TFEGY8MQR2MGW664L057,ABL3H3O3BI8ZD,Submitted,Tue Feb 25 16:05:27 PST 2020,Tue Feb 25 16:05:31 PST 2020,Thu Feb 27 16:05:31 PST 2020,,,,4,0% (0/0),0% (0/0),0% (0/0),Adeles transformation continues to stun fans,Conservative,,
3CMV9YRYP20YVR4LAJCDWQCD1FBJLP,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:31 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:31 PST 2020,,,31Z0PCVWUKEVHT9I8LU94BC7ULD7T5,A2XK59FYAFO9EX,Submitted,Tue Feb 25 16:05:58 PST 2020,Tue Feb 25 16:06:37 PST 2020,Thu Feb 27 16:06:37 PST 2020,,,,39,0% (0/0),0% (0/0),0% (0/0),The ninth Democratic debate of the 2020 presidential election was the most watched in history host NBC announced Thursday The network s debate ― which aired Wednesday from 6 to 8 pm local time from Las Vegas ― averaged more than 196 million television viewers making it the most watched Democratic debate in history according to NBC That number includes 53 million viewers in the 25 54 age range which NBC said also made Wednesday s event the top rated Democratic debate ever in that key demographic   NBC s digital performance also exceeded any of the network s major political live events since the 2016 election  the network said in a press release  The debate live stream generated 135 million live video streams and nearly 22 million video views across all platforms including NBCNewscom MSNBCcom NBC News NOW on OTT devices Facebook Twitter and YouTube The digital streams translate to an average audience of 417K viewers  NBC said the network got the numbers from Nielsen Fast National Data,Conservative,,
3CMV9YRYP20YVR4LAJCDWQCD1FBJLP,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:31 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:31 PST 2020,,,3HFNH7HEMHD1I6SRKK485JED9HYQGE,A3JLE2LJ5I17E2,Submitted,Tue Feb 25 16:19:00 PST 2020,Tue Feb 25 16:19:04 PST 2020,Thu Feb 27 16:19:04 PST 2020,,,,4,0% (0/0),0% (0/0),0% (0/0),The ninth Democratic debate of the 2020 presidential election was the most watched in history host NBC announced Thursday The network s debate ― which aired Wednesday from 6 to 8 pm local time from Las Vegas ― averaged more than 196 million television viewers making it the most watched Democratic debate in history according to NBC That number includes 53 million viewers in the 25 54 age range which NBC said also made Wednesday s event the top rated Democratic debate ever in that key demographic   NBC s digital performance also exceeded any of the network s major political live events since the 2016 election  the network said in a press release  The debate live stream generated 135 million live video streams and nearly 22 million video views across all platforms including NBCNewscom MSNBCcom NBC News NOW on OTT devices Facebook Twitter and YouTube The digital streams translate to an average audience of 417K viewers  NBC said the network got the numbers from Nielsen Fast National Data,Conservative,,
3CMV9YRYP20YVR4LAJCDWQCD1FBJLP,37D36GBQBZSIOWDLQHHCRC1U1Y4ZRD,Sentiment Analysis,News Stories and Headlines to determine Sentiment,"sentiment, text",$0.01 ,Tue Feb 25 15:56:31 PST 2020,5,BatchId:3933879;OriginalHitTemplateId:928390909;,7200,172800,Thu Feb 27 15:56:31 PST 2020,,,3M81GAB8A0I5RPKG4YCU48NGT44QBV,ABL3H3O3BI8ZD,Submitted,Tue Feb 25 15:59:55 PST 2020,Tue Feb 25 16:00:26 PST 2020,Thu Feb 27 16:00:26 PST 2020,,,,31,0% (0/0),0% (0/0),0% (0/0),The ninth Democratic debate of the 2020 presidential election was the most watched in history host NBC announced Thursday The network s debate ― which aired Wednesday from 6 to 8 pm local time from Las Vegas ― averaged more than 196 million television viewers making it the most watched Democratic debate in history according to NBC That number includes 53 million viewers in the 25 54 age range which NBC said also made Wednesday s event the top rated Democratic debate ever in that key demographic   NBC s digital performance also exceeded any of the network s major political live events since the 2016 election  the network said in a press release  The debate live stream generated 135 million live video streams and nearly 22 million video views across all platforms including NBCNewscom MSNBCcom NBC News NOW on OTT devices Facebook Twitter and YouTube The digital streams translate to an average audience of 417K viewers  NBC said the network got the numbers from Nielsen Fast National Data,Conservative,,
