source,author,headline,summary,URL,publication date
Metro US,Melissa Mitmann,Searching for sanctuary Arrest of Honduran national mother while picking up her child from school casts doubt on ICE's sensitive locations policy.,"t has been a little more than a week since a Philadelphia mother was placed under arrest by ICE officials outside of her child’s South Philadelphia school.   But the concerns throughout the community have not faded.   On Tuesday, Feb. 11, Carmen Lara-Marquez, 30, was detained outside Eliza B. Kirkbride Elementary in South Philadelphia. It was reported that the incident occurred on Dickinson and Seventh streets.   This incident has sparked a lot of questions and concerns about ICE’s practice of not arresting people at sensitive locations",https://www.metro.us/news/local-news/philadelphia/searching-sanctuary,2/20/2020
Mirror,Lucy Thorton and Adam Aspinall,Britain braces for more 'scary' flooding - as experts warn there's worse to come,Residents of flood-hit communities are at breaking point after Storms Ciara and Dennis resulted in England being hit by 141% of its average February rainfall An Environment Agency boss has said the floods ravaging the nation are “getting scary” as we brace for a third weekend of deluges. Dave Throup warned things are only going to “get worse” as river levels continue to smash records and more heavy rain is expected into next week. It is feared areas devastated by Storms Ciara and Dennis could be hit again. England has already been hit by 141% of its average February rainfall – with some areas getting a month’s in 24 hours.,https://www.mirror.co.uk/news/uk-news/britain-braces-more-scary-flooding-21542154,2/20/2020
Mirror,Neil Murphy,Romford crash: Two dead and seven injured after eight-car pile up,Ambulance crews were called the scene at the A127 in Romford at around 1.20pm today where they attempted to free three people who were trapped in the vehicles.,https://www.mirror.co.uk/news/uk-news/breaking-man-woman-dead-seven-21539711,2/20/2020
Mirror,Zoe Forsey,Meghan Markle and Harry 'disappointed' with Megxit deal as Queen 'sticks to her guns',"New details of Meghan Markle and Prince Harry's future as they step back from the Royal Family have been announced, but many experts believe the couple won't be happy with the deal.  ",https://www.mirror.co.uk/news/uk-news/meghan-markle-harry-disappointed-megxit-21540139,2/20/2020
Mirror,Kyle O'Sullivan,EastEnders flash forwards expose two deaths as eagle-eyed fans spot victims,EastEnders viewers were forced to rewind their TVs to work out what was going on in the three flash forwards that have aired in the 35th anniversary week,https://www.mirror.co.uk/tv/tv-news/eastenders-flash-forwards-expose-two-21542029,2/20/2020
Mirror,Joseph Wilkes,London Mosque attack: Prayer leader hailed as hero after saving Imam from being stabbed,The prayer leader the Muezzin reportedly save the Imman from the attacker who witnesses report had been pretending to be a Muslim convert and had been seen at the mosque before ,https://www.mirror.co.uk/news/uk-news/london-mosque-attack-prayer-leader-21541055,2/20/2020
Mirror,Ros Wayne Jones,"Mum begs pharmaceutical company to give her son, 16, life-saving wonderdrug","Joe Barnes' mum Lorraine, from Barnes, is desperate for the drug company Vertex to grant her dying son Trikafta on compassionate grounds - as he cannot currently receive it on the NHS",https://www.mirror.co.uk/news/uk-news/mum-begs-pharmaceutical-company-give-21542547,2/20/2020
Mirror,Tricia Phillips,McVitie's slashes sugar in Digestives and Hob Nobs in major recipe shake-up,"Original Digestives, Rich Tea, Chocolate Digestives, Caramel Digestives, Original Hobnobs, Chocolate hobnobs and Ginger Nuts will all soon be made with less sugar",https://www.mirror.co.uk/news/uk-news/mcvities-slashes-sugar-digestives-hob-21542310,2/20/2020
Mirror,Paul Byrne,Couple selling £1m home didn't mention 50s-style motel would be built next door,Couple selling £1m home didn't mention 50s-style motel would be built next door,https://www.mirror.co.uk/news/uk-news/couple-selling-1m-home-didnt-21542347,2/20/2020
Mirror,Frances Kindon,Michael Jackson's disturbing autopsy - strange tattoos and bald bar 'peach fuzz' wisps,"Michael Jackson had a bizarre black tattoo on the front of his scalp black to blend in with the wigs, his autopsy found",https://www.mirror.co.uk/3am/celebrity-news/michael-jacksons-disturbing-autopsy-strange-21492670,2/20/2020
Mirror,Christopher Bucktin,NYPD narcotics legend responsible for French Connection drugs bust dies at 89,"Tributes have poured in for Sonny Grosso, who died following a career of crime fighting, acting with Al Pacino and working on the Francis Ford Coppola's Godfather",https://www.mirror.co.uk/news/uk-news/nypd-narcotics-legend-responsible-french-21542545,2/20/2020
NBC News,Dareh Gregorian,Trump says Roger Stone has 'very good chance of exoneration' hours after sentencing,"President Donald Trump said his former adviser Roger Stone has ""a very good chance of exoneration,"" hours after the GOP operative was sentenced to 40 months behind bars for obstructing a congressional investigation of Russia's 2016 presidential election meddling. ""I'm following this very closely, and I want to see it play out to its fullest, because Roger has a very good chance of exoneration, in my opinion,"" Trump said Thursday in a speech at a Hope for Prisoners event in Las Vegas, where he also blasted the jury forewoman in Stone's criminal trial.",https://www.nbcnews.com/politics/donald-trump/trump-says-roger-stone-has-very-good-chance-exoneration-hours-n1140046,2/20/2020
NBC News,Sahil Kapur,Who won the Democratic debate in Las Vegas?,"Mike Bloomberg became a piñata, and Elizabeth Warren resurrected her feisty side.
The Democratic candidates formed a circular firing squad Wednesday night, with arrows flying in all directions and fights breaking out among a seemingly infinite permutation of candidates on matters from health care policy to lewd comments about women.  McCaskill: Las Vegas debate was a presidential version of 'Survivor'   The debate was not only Bloomberg's first time on a presidential debate stage; it was also the first night of his surging 2020 campaign that wasn't choreographed. The result: He faced direct criticism from rivals he has bested in recent polls. It was the most contentious evening of the nine faceoffs so far, coming three days before the candidates face the most diverse voting electorate yet in their quest to make Donald Trump a one-term president. ""It's a little bit like a presidential version of 'Survivor,'"" former Sen. Claire McCaskill, D-Mo., said on MSNBC after the debate.",https://www.nbcnews.com/politics/2020-election/who-won-democratic-debate-las-vegas-n1139561,2/20/2020
NBC News,Associated Press,"South Korea reports first coronavirus death as infections linked to church rise A woman with the virus attended a church service, potentially spreading the illness to dozens.","South Korea reported its first death from the new virus on Thursday while the mayor of a southeastern city urged its 2.5 million people to stay inside as infections linked to a church congregation spiked.
The death was the ninth confirmed from the virus outside mainland China. Other deaths have occurred in France, Hong Kong, Japan, the Philippines and Taiwan.

The Korea Centers for Disease Control and Prevention said the South Korean man, believed to be about 63 years old, died at a hospital on Wednesday and posthumously tested positive for the virus. Officials said he had been hospitalized due to schizophrenia for an extended period and recently suffered pneumonia symptoms.",https://www.nbcnews.com/health/health-news/south-korea-reports-first-coronavirus-death-infections-linked-church-rise-n1139821,2/20/2020
NBC News,Doha Madani,"Indiana overpass engulfed in flames after tanker truck overturns The semi's driver reportedly suffered serious burns after the tanker carrying fuel overturned, sparking a fire that overtook an overpass ramp.","An overpass was set aflame after a semi hauling thousands of gallons of fuel overturned in Indianapolis on Wednesday.  The tanker's driver was pulled out by an unidentified stranger and was being taken to a hospital for treatment, according to Indiana State Police Sgt. John Perrine. He suffered serious burns from the accident and was in critical condition, according to NBC affiliate WTHR.  The semi was carrying 4,000 gallons of jet fuel when it overturned, the station reported.  Perrine said that east side lines of both the I-70 and I-465 have been closed off as the Indianapolis Fire Department worked to subdue the fire.",https://www.nbcnews.com/news/us-news/indiana-overpass-engulfed-flames-after-tanker-truck-overturns-n1139991,2/20/2020
NBC News,Rich Schapior,Bleed you out' like a pig: Feds bust man for threatening Trump whistleblower lawyer Brittan J. Atkinson allegedly emailed a menacing message to attorney Mark Zaid the day after Trump ripped into the Washington lawyer at a rally in Louisiana.,"A Michigan man was arrested for sending an email threatening to hunt down and ""bleed [out]"" an attorney for the whistleblower who set in motion President Donald Trump’s impeachment, according to an indictment unsealed Thursday. Brittan J. Atkinson allegedly sent the message to attorney Mark Zaid the day after Trump held up a photo of the Washington lawyer and read some of his tweets at a rally in Louisiana last November. 
""All traitors must die miserable deaths,"" Atkinson's email read in part, the indictment says. ""Those that represent traitors shall meet the same fate[.] We will hunt you down and bleed you out like the pigs you are. We have nothing but time, and you are running out of it, Keep looking over your shoulder[.] We know who you are, where you live, and who you associate with [.] We are all strangers in a crowd to you[.]"" Atkinson was ordered temporarily detained after he pleaded not guilty to a charge of violating a federal law banning threats communicated across state lines, according to court records. He faces up to five years in prison if convicted.",https://www.nbcnews.com/news/us-news/bleed-you-out-pig-feds-bust-man-threatening-trump-whistleblower-n1139996,2/20/2020
NBC News,Anita Hassan and David K Li,"Pigeons with 'Make America Great Again' hats glued to their head released in Las Vegas  Vegas
A group calling itself P.U.T.I.N, ""Pigeons United To Interfere Now,"" claimed responsibility for the stunt with the MAGA-hat-wearing birds.","Pigeons with tiny Make American Great Again hats glued to their heads were released in downtown Las Vegas this week, in what appears to be a sarcastic statement of loyalty to Trump and protest of Nevada's upcoming Democratic presidential caucus.  A group calling itself P.U.T.I.N., Pigeons United To Interfere Now, claimed responsibility for the stunt. The pigeons were set loose on Tuesday, according to the group.",https://www.nbcnews.com/news/us-news/pigeons-make-america-great-again-hats-glued-their-head-released-n1138556,2/20/2020
NBC News,Janelle Griffith,"Amie Harwick's brother slams Wendy Williams for making joke about her death Harwick, a well-known therapist, died over the weekend after her ex-boyfriend allegedly threw her over the balcony of her Hollywood Hills apartment.","Amie Harwick's brother is demanding Wendy Williams apologize to his family after the talk show host appeared to make light of his sister's death on air.  Amie Harwick, a well-known couples and sex therapist and the former fiancee of comedian Drew Carey, died over the weekend after her ex-boyfriend, Gareth Pursehouse, allegedly threw her over the third-floor balcony of her Hollywood Hills apartment, the Los Angeles County District Attorney's Office said. Pursehouse was charged Wednesday with murder.  During the Monday ""Hot Topics"" segment on ""The Wendy Williams Show,"" Williams told the audience Harwick ""was tragically murdered over the weekend,"" adding that it was not by Carey, who hosts ""The Price is Right.""",https://www.nbcnews.com/news/us-news/amie-harwick-s-brother-slams-wendy-williams-making-joke-about-n1140041,2/20/2020
NBC News,Associated press,"Computer scientist Larry Tesler, who pioneered 'copy' and 'paste,' has died  At Apple, Tessler worked on a variety of products including the Lisa computer, the Newton personal digital assistant and the Macintosh.","Larry Tesler, the Silicon Valley pioneer who created the now-ubiquitous computer concepts such as “cut,” “copy” and “paste,” has died. He was 74.
He made using computers easier for generations as a proponent and pioneer of what he called “modeless editing."" That meant a user wouldn't have to use a keyboard to switch between modes to write and edit, for example. ""The inventor of cut/copy & paste, find & replace, and more was former Xerox researcher Larry Tesler. Your workday is easier thanks to his revolutionary ideas,” Xerox said in a tweet Wednesday.  Tesler was born in New York and attended Stanford University, where he received a degree in mathematics in 1965.",https://www.nbcnews.com/tech/tech-news/computer-scientist-larry-tesler-who-pioneered-copy-paste-has-died-n1140036,2/20/2020
NBC News,Elisha Fieldstadt,"Woman killed by Mardi Gras float in New Orleans was possibly reaching for beads, police say The woman was hit during the Krewe of Nyx parade, an all-female Mardis Grad krewe, marches annually on the Wednesday before Fat Tuesday.","A 58-year-old woman died after she was struck by a float Wednesday night during a Mardi Gras parade in New Orleans, officials said.
The woman was hit at about 9 p.m. at the intersection of Magazine and Valence streets during the Krewe of Nyx parade, according to the New Orleans Police Department. She was declared dead at the scene. The Krewe of Nyx was founded in 2011 as an all-female Mardis Grad krewe, which now marches annually on the Wednesday before Fat Tuesday. In 2018, it was named the largest parading krewe ever in the history of New Orleans Mardi Gras, and in 2019 it was even bigger with 44 floats and 3,383 riders.  The victim may have possibly been trying to ""reach for beads"" when she was struck, according to a daily log sent to local media by the New Orleans Police Department, NOLA.com reported. The preliminary report is ""derived from raw information"" and is ""subject to change,"" police say.",https://www.nbcnews.com/news/us-news/woman-killed-mardi-gras-float-new-orleans-was-possibly-reaching-n1139966,2/20/2020
NBC News,Gwen Aviles,"Fans speculate whether Pop Smoke's social media posts made him a target  Pop Smoke's address was visible in one of his final social media posts, causing some to question whether someone used the post to locate and target him.","The rapper Pop Smoke was fatally shot Wednesday morning during a home invasion in Hollywood Hills, California, and some are speculating whether his final social media posts identifying his location may have made him a target.  Pop Smoke, 20, a rising rapper whose real name was Bashar Jackson, posted a video to his Facebook story Tuesday night of himself opening gift bags with tags that displayed the address of the home where he was staying — leading some to speculate whether the killer used the post to scope out his location.  ""So Pop smoke put his address up and this morning someone robbed and killed him?"" one person tweeted. ""This is not normal, that baby didn't even start life yet!""  The Los Angeles Police Department has not confirmed that Pop Smoke was the victim of the home invasion. A police spokesperson said it would be releasing only the time, location and brief details of the incident.",https://www.nbcnews.com/pop-culture/pop-culture-news/fans-speculate-over-whether-pop-smoke-s-social-media-posts-n1138816,2/20/2020
Reuters,Sarah N Lynch and Jan Wolfe,"Stone sentenced to 3-1/3 years, Trump signals no immediate pardon for adviser","A federal judge on Thursday sentenced President Donald Trump’s long-time adviser Roger Stone to three years and four months in prison and said his lies to lawmakers investigating Russian interference in the 2016 U.S. presidential election posed a threat to American democracy.   After U.S. District Judge Amy Berman Jackson sentenced the veteran Republican operative in Washington, Trump indicated he has no immediate plans to pardon Stone and would let the legal process play out, while adding that “at some point I’ll make a determination.”   I personally think he was treated very unfairly,” Trump said in Las Vegas. ",https://www.reuters.com/article/us-usa-trump-russia-stone/stone-sentenced-to-3-1-3-years-trump-signals-no-immediate-pardon-for-adviser-idUSKBN20E1E4,2/20/2020
Reuters,John Zodzi and Anna Pujol-Mazzini,Togo's president seeks re-election to extend 50-year dynasty,"Many people in Togo have only known just two presidents in their lifetime - Faure Gnassingbe, who is running for a fourth term in an election on Saturday, and his father Eyadema Gnassingbe - and some Togolese are sick of the long-running dynasty.  One such person is Farida Nabourema, 29, a pro-democracy activist who has organized protests calling for the president to step down. She is determined that her children should grow up under somebody other than a Gnassingbe, though she is realistic about the challenges. “We don’t have high hopes that the opposition will be able to win,” said Nabourema, director of the democracy campaign group Togo Civil League. “We just hope there won’t be any more unnecessary bloodbath.”",https://www.reuters.com/article/us-togo-election/togos-president-seeks-re-election-to-extend-50-year-dynasty-idUSKBN20E1WL?il=0,2/20/2020
Reuters,Ginger Gibson,Pete Buttigieg's campaign raised $6 million in January,"Former South Bend, Indiana Mayor Pete Buttigieg raised $6 million in January, but has seen his campaign’s fundraising rise in the wake of strong performances in early primary contests.  Buttigieg has raised $11 million in the first 20 days of February, his campaign said in a statement. Buttigieg won the Iowa caucuses and finished second in New Hampshire. ",https://www.reuters.com/article/us-usa-election-buttigieg-fundraising/pete-buttigiegs-campaign-raised-6-million-in-january-idUSKBN20E2XD?il=0,2/20/2020
Reuters,Anika Ross and Edward Taylor,Suspected shisha bar gunman published racist manifesto: German prosecutor,"A man suspected of shooting dead nine people in shisha bars in a German town before killing himself and his mother had posted a manifesto online including conspiracy theories and deeply racist views, prosecutors said on Thursday.  The presumed attacker - a 43-year-old German man identified as Tobias R. - was found dead close to a gun soon after the shootings late on Wednesday in Hanau, near Frankfurt, authorities said. 
At least five of the victims were Turkish nationals, Ankara’s ambassador to Berlin told state broadcaster TRT Haber as his government demanded robust action.",https://www.reuters.com/article/us-germany-shooting/suspected-shisha-bar-gunman-published-racist-manifesto-german-prosecutor-idUSKBN20D2VG,2/20/2020
Reuters,Vanessa Johnson,Can a video game save a life? African refugee puts players in his race for survival,"The goal of Lual Mayen’s video game is to survive the horrific ordeal of a refugee, an experience that his family knows well, but the 25-year-old developer’s ambition is to change the world.   Mayen, who was born as his family traveled 250 miles (400 km) to escape South Sudan’s second civil war, hopes his game, Salaam, will give players a better understanding of what it means to be homeless, hungry and on the run.  “A lot of people don’t understand the journey of a refugee,” said Mayen, 25, who and spent his first 22 years in a refugee camp in northern Uganda before moving to the United States.   “It was a journey of life and death,” he said, recalling family stories about bomb attacks, wild animals and how babies were abandoned by parents who could no longer care for them.",https://www.reuters.com/article/us-usa-immigration-video-game/can-a-video-game-save-a-life-african-refugee-puts-players-in-his-race-for-survival-idUSKBN20E1N6?il=0,2/20/2020
Reuters,"Hyonhee Shin, Ryan Woo",South Korea city deserted after coronavirus 'super-spreads' through church,"The streets of South Korea’s fourth-largest city were abandoned on Thursday, with residents holed up indoors after dozens of people caught the new coronavirus in what authorities described as a “super-spreading event” at a church.   he deserted shopping malls and cinemas of Daegu, a city of 2.5 million people, became one of the most striking images outside China of an outbreak that international authorities are trying stop from becoming a global pandemic.   New research suggesting the virus is more contagious than previously thought added to the alarm. And in China, where the virus has killed more than 2,100 people and infected nearly 75,000, officials changed their methodology for reporting infections, creating new doubt about data they have cited as evidence their strategy is working. ",https://www.reuters.com/article/us-china-health/south-korea-city-deserted-after-coronavirus-super-spreads-through-church-idUSKBN20E0AM,2/20/2020
Reuters,Reuters,"L Brands sells majority stake in Victoria's Secret, CEO Wexner to step down","L Brands Inc (LB.N) said on Thursday it will sell a controlling stake in its Victoria’s Secret unit to investment firm Sycamore Partners, valuing the lingerie brand at $1.1 billion, as it focuses on its core Bath & Body Works brand. ",https://www.reuters.com/article/us-victoria-s-secret-m-a-sycamore-partne/lingerie-brand-victorias-secret-to-go-private-idUSKBN20E1T7?il=0,2/20/2020
Reuters,Reuters,Tesla gets court approval to clear forest for German Gigafactory,"Tesla Inc (TSLA.O) got approval from a German court on Thursday to continue to cut down forest near the capital Berlin to build its first European car and battery factory, in a defeat for local environmental activists.   The court said in a statement it had rejected urgent applications to stop the land being cleared of trees from several environmental groups, adding its ruling was final. It had temporarily halted the tree felling earlier this month. ",https://www.reuters.com/article/us-tesla-gigafactory/tesla-gets-court-approval-to-clear-forest-for-german-gigafactory-idUSKBN20E2UH,2/20/2020
Reuters,Branda Pierson,Jurors begin third day of deliberations in Weinstein rape trial," Jurors weighing rape and sexual assault charges against former movie producer Harvey Weinstein began their third day of deliberations in criminal court in Manhattan on Thursday.   The seven men and five women began their discussions Tuesday. They have taken a methodical approach in their deliberations during their first two days, asking to review testimony and evidence relating to two of his accusers.  Weinstein, 67, has pleaded not guilty to sexually assaulting the production assistant, Mimi Haleyi in 2006, and raping Jessica Mann, a former aspiring actress, in 2013.  Since 2017, more than 80 women have accused Weinstein of sexual misconduct, fueling the #MeToo movement. Weinstein, whose films include “The English Patient” and “Shakespeare in Love,” has denied the allegations and said any sexual encounters were consensual. ",https://www.reuters.com/article/us-people-harvey-weinstein/jurors-begin-third-day-of-deliberations-in-weinstein-rape-trial-idUSKBN20E24V,2/20/2020
Reuters,"Babak Dehghanpisheh, Davide Barbuscia","Disillusionment among women, youth seen dampening Iran election turnout","Middle-aged men have been plastered on campaign posters and online adverts this week ahead of Iran's parliamentary election, even though women and young people make up the majority of voters.",https://www.reuters.com/article/us-iran-election-women/disillusionment-among-women-youth-seen-dampening-iran-election-turnout-idUSKBN20E2MP,2/20/2020
The Hill,"Leo Hindery, Jr. and Rick Sloan",We must reject Trump's coup on the American dream,"In June 2015, from a podium inside Trump Tower in Manhattan, Donald Trump kicked off his presidential campaign by declaring the American dream dead. It was more xenophobia-tinged fearmongering from a man who had spent the previous years questioning President Obama’s place of birth. But he was dead wrong: Obama had rescued the country from the grips of economic upheaval and put America back on course for sustainable growth.  Invoking the ideal of the American dream as a political ploy is not new. But weaponizing it to convince Americans that the pursuit of life, liberty and happiness can only be revived by a single man is unprecedented in our country.  That is what Trump did in declaring his candidacy for president, and that is exactly what he has done throughout his first term. He has doubled down on the deeply cynical lie that America’s greatness is contingent upon his grip on power — that the institutions meant to protect our liberty and prosperity are disposable.     ",https://thehill.com/opinion/civil-rights/483935-we-must-reject-trumps-coup-on-the-american-dream,2/20/2020
The Hill,Harper Neidig,Roger Stone sentenced to over three years in prison,"A federal judge on Thursday sentenced Roger Stone to three years and four months in prison for lying to Congress and witness tampering, and criticized President Trump for trying to influence the outcome of the case over his former adviser.  Thursday's sentencing hearing follows a tumultuous stretch that saw Trump attack the original prosecutors, the judge and the jury in the case on behalf of his longtime adviser. And it follows the withdrawal of the original prosecution team from the case after the Justice Department amended their recommendation that Stone serve seven to nine years in prison.   Judge Amy Berman Jackson, an Obama appointee on the U.S. District Court for the District of Columbia, delivered an implicit rebuke to Trump over his comments about the case and admonished the administration for its reversal over the past week.",https://thehill.com/regulation/court-battles/483739-federal-judge-sentences-roger-stone,2/20/2020
The Hill,Laura Kelly,Former US ambassador to Syria: Idlib is 'worst case scenario',"A top diplomat in the Obama administration is calling on the U.S. and NATO to push for a ceasefire between Turkey and Russia in Syria, saying the battles in Idlib province are resulting in an unprecedented humanitarian crisis.  “Idlib is the worst case scenario we have worried about in Syria since 2011,” said Robert Ford, who served as U.S. ambassador to Syria from 2010 to 2014, during a briefing Thursday on Capitol Hill.  While Idlib is considered one of the last rebel strongholds, the conflict is largely being waged between state actors and the fighting between Turkey and Russia escalating, with at least 15 Turkish soldiers killed from Russian airstrikes.  Bloomberg News reported Thursday that Turkish President Recep Tayyip Erdoğan is publicly asking the U.S. for Patriot missiles to counter Russian firepower.",https://thehill.com/policy/international/483947-former-us-ambassador-to-syria-idlib-is-worst-case-scenario,2/20/2020
The Hill,J Edward Moreno,Women bound by Bloomberg NDAs want to tell their stories but fear coming forward: report,"Several of the women bound by non-disclosure agreements (NDAs) with former New York Mayor Michael Bloomberg have expressed interest in speaking out about the now-presidential candidate but fear the repercussions detailed in their contracts, ABC News reported Thursday.  According to the NDAs obtained by ABC, the women are not allowed to “in any way disparage” their former employer, and, if asked about the agreement, they are advised to say “the parties reached an amicable resolution of this dispute … but should not comment further on their settlement.” Bloomberg defended refusing to release women who have sued him from their NDAs. ",https://thehill.com/homenews/campaign/483941-women-bound-by-bloomberg-ndas-want-to-tell-their-stories-but-fear-coming,2/20/2020
The Hill,Brett Samuels and Morgan Chalfant ,Trump punts on Stone pardon decision after sentencing,"President Trump on Thursday said he believes his longtime confidant Roger Stone “has a very good chance of exoneration,” but that he intends to let the legal process play out after Stone was sentenced to more than three years in prison earlier in the day. “I’m following this very closely, and I want to see it play out to its fullest because Roger has a very good chance of exoneration in my opinion,” Trump said during remarks at a prisoner graduation event in Las Vegas. “I’m not going to do anything in terms of the great powers bestowed upon a president of the United States. I want the process to play out,” Trump added. “I think that’s the best thing to do. Because I’d love to see Roger exonerated, and I’d love to see it happen, because I personally believe he was treated very unfairly.”",https://thehill.com/homenews/administration/483912-trump-says-hed-love-to-see-stone-exonerated-but-will-let-process-play,2/20/2020
The Hill,Niall Stanage,Winners and losers from the Democratic debate in Las Vegas,"Six Democratic candidates took to the stage in Las Vegas on Wednesday evening in advance of Saturday’s caucuses in the state. It was the ninth debate of this cycle for Democrats but the first to feature former New York City Mayor Mike Bloomberg, who has been rising in national polls and spending lavishly on his campaign. Who were the winners and losers?",https://thehill.com/homenews/campaign/483792-winners-and-losers-from-the-democratic-debate-in-las-vegas,2/20/2020
The Hill,Jessie Hellmann,"This season's flu vaccine is 45 percent effective, researchers say","This season's flu vaccine is estimated to be 45 percent effective, an improvement over previous years, according to a report published Thursday by the Centers for Disease Control and Prevention (CDC).  The report, published by researchers from CDC and several other universities, used data from 4,112 children and adults to conclude the vaccine has ""significantly"" reduced medical visits associated with the flu so far this season.  The effectiveness of the vaccine could drop as the flu season continues and new strains potentially emerge that aren't protected by the vaccine. ",https://thehill.com/policy/healthcare/483930-this-seasons-flu-vaccine-is-45-percent-effective-researchers-say,2/20/2020
The Hill,Chris Mills Rodrigo,Twitter experimenting with new tool to label lies and misinformation,"Twitter is experimenting with using colorful labels and other tools to respond to misinformation from political and public figures on its platform, a company spokesperson confirmed to The Hill.  In the potential version of Twitter, incorrect or misleading tweets from public figures would be corrected by fact-checkers and journalists who are verified on the platform. The company is also weighing whether to give similar abilities to users who participate in a ""community reports"" feature.  ""We're exploring a number of ways to address misinformation and provide more context for Tweets on Twitter. This is a design mockup for one option that would involve community feedback,"" the Twitter spokesperson told The Hill.",https://thehill.com/policy/technology/483913-twitter-experimenting-with-new-tool-to-label-lies-and-misinformation,2/20/2020
The Hill,Emily Birnbaum,Google sued by New Mexico attorney general for collecting children's data without proper consent,"New Mexico Attorney General Hector Balderas (D) is suing Google over allegations that the tech giant is collecting reams of personal information about children without proper parental consent, violating a slew of federal and state laws and exploiting local school systems in the process. After conducting an expansive investigation, Balderas says his office found Google is profiting off of sensitive information about children as New Mexico schools use Google's free classroom software and computers. ""My investigation revealed that Google tracks children across the internet, across devices, in their homes and well outside the educational sphere, all without obtaining verifiable parental consent,"" Balderas wrote in a public letter to Google CEO Sundar Pichai on Thursday. ",https://thehill.com/policy/technology/483903-google-sued-by-new-mexico-attorney-general-over-for-collecting-childrens,2/20/2020
The Hill,Zack Budryk,Mark Hamill asks Trump to pardon infamous 'Star Wars Holiday Special',"Mark Hamill, a frequent critic of President Trump, jokingly appealed to the president Thursday to pardon the notorious 1978 ""Star Wars Holiday Special"" after Trump issued a series of high-profile pardons and commutations earlier this week.  “Hey ‘Chief Law Enforcement Officer of the Country’...Pardon THIS,” tweeted the actor who played Luke Skywalker, reproducing a vintage promo for the TV special, which features Hamill and multiple other ""A New Hope"" cast members celebrating the Wookiee holiday ""Life Day.""",https://thehill.com/blogs/in-the-know/in-the-know/483927-mark-hamill-asks-trump-to-pardon-infamous-star-wars-holiday,2/20/2020
Huffington Post,Sebastian Murdoch,"Roger Stone Sentenced To 40 Months For Lying To Congress, Witness Tampering The longtime ally of President Donald Trump was convicted of lying to Congress and witness tampering.","Roger Stone, a political consultant and longtime ally to President Donald Trump, was sentenced to 40 months on Thursday after being convicted of lying to Congress and witness tampering. Prosecutors initially recommended a sentence of seven to nine years in federal prison for Stone, but Attorney General William Barr had other ideas. Earlier this month, Department of Justice leadership took the unprecedented step of walking back federal prosecutors’ sentencing recommendation shortly after a 2 a.m. Trump tweet whining that it was “a horrible and very unfair situation” for Stone. The entire prosecution team resigned after the DOJ’s new recommendation on Stone’s sentencing. ",https://www.huffpost.com/entry/roger-stone-sentenced_n_5e4c1047c5b65f25da4fc77c,2/20/2020
Huffington Post,"Amanda Terkel, Zach Carter, and Kevin Robillard","Finally, The Real Elizabeth Warren Steps Up The gloves came off at the Democratic primary debate in Vegas.","Sen. Elizabeth Warren (D-Mass.) has been playing nice. She has emphasized unity instead of attacking other Democratic presidential candidates. She has stuck to her campaign themes instead of criticizing opponents. And she has been sliding steadily downward in the polls for the 2020 Democratic nomination.  That changed Wednesday night at the Democratic debate.  “I’d like to talk about who we’re running against: a billionaire who calls women ’fat broads’ and ‘horse-faced lesbians,’” Warren said in her opening comments. “And, no, I’m not talking about Donald Trump. I’m talking about Mayor Bloomberg.” Again and again on Wednesday night, Warren humiliated former New York City Mayor Michael Bloomberg ― not only by presenting him with his own words but also by pressing him to release an unknown number of women who worked for him from nondisclosure agreements pertaining to sexual harassment. Bloomberg refused. But Bloomberg wasn’t the only source of her ire. In less than a minute, she pummeled three other opponents ― former South Bend, Indiana, Mayor Pete Buttigieg, Sen. Amy Klobuchar (Minn.) and Sen. Bernie Sanders (I-Vt.) ― on health care. ",https://www.huffpost.com/entry/real-elizabeth-warren-steps-up_n_5e4e0293c5b630e74c502a80,2/20/2020
Huffington Post,Molly Redden,Bloomberg Says Women ‘Get Paid Exactly The Same As Men’ At His Company. They Don’t.  he company that made Michael Bloomberg his billions has told government watchdogs it hires fewer women and pays them less than men.,"At Wednesday night’s Democratic primary debate, as Michael Bloomberg took a bludgeoning for the mistreatment of women at the company that made him a billionaire, the former New York City mayor mounted this defense of himself: “Let me tell you what I do at my company and my foundation and in city government when I was there,” he said. “In my foundation, the person that runs it’s a woman, 70% of the people there are women. In my company, lots and lots of women have big responsibilities. They get paid exactly the same as men. And in my City Hall, the top person, my deputy mayor, was a woman, and 40% of our commissioners were women.” But Bloomberg’s assertion that men and women are paid equally at his company, the financial software giant Bloomberg LP, is false. That’s according to the company’s own disclosures.  In the United Kingdom, where Bloomberg LP employs several thousand workers, women earn 21.9% less than men in terms of their median hourly wage. Women occupy only 1 in 5 of the top quarter of the highest-paying jobs; the representation of women is largest in the bottom quarter of jobs.",https://www.huffpost.com/entry/bloomberg-gender-pay-gap_n_5e4ebee4c5b6df1e8be4199c,2/20/2020
